modelos; 10; 20; 30; 40; 50; 60; 70; 80; 90; 100; 110; 120; 130; 140; 150; 160; 170; 180; 190; 200; 210; 220; 230; 240; 250; 260; 270; 280; 290; 300
positive; 14819.90737105389; 2989.708819330955; 5308.651080073142; 3411.634385089485; 5632.491905368104; 9696.121412627552; 688.8483430512098; 779.4969389000718; 215.01891377507422; 125.44958511663943; 284.45918943444076; 314.4430039853466; 181.09083763433964; 219.98908225857483; 308.01235915203483; 257.39939639033105; 248.5831063718212; 145.42711690007422; 197.25337997747928; 153.89170311908333; 114.51623114761041; 96.65608713578204; 106.4952649875563; 128.15120953929667; 149.59358624049597; 141.234130859375; 152.0836657893901; 187.21270946580537; 109.36930033625389; 101.58814912912797
negative; 5030.483261419802; 9162.483450753349; 5645.26823830118; 9811.741935885682; 16470.61941964286; 1356.8292918302575; 1113.7370113450654; 391.3437099846042; 279.42841697225765; 546.1215266013633; 573.3448565736109; 343.52833557128906; 377.53910313820353; 637.8965222105688; 486.85257892219386; 393.9309781132912; 250.2782706435846; 361.81428963797435; 292.4126076211735; 194.0873458239497; 199.87808141903002; 220.15514513911035; 260.06473541259766; 256.6697451533104; 285.5181987528898; 261.1065082160794; 334.04183103600326; 200.49865956209143; 163.98230899110132; 
