modelos; 10; 20; 30; 40; 50; 60; 70; 80; 90; 100; 110; 120; 130; 140; 150; 160; 170; 180; 190; 200; 210; 220; 230; 240; 250; 260; 270; 280; 290; 300
positive; 3394.0089263916016; 25112.680932617186; 21775.989794921876; 48144.68623046875; 9479.026049804688; 3911.6971435546875; 5905.075576782227; 5103.216534423828; 2878.9010650634764; 2031.4204345703124; 2120.5634674072267; 2909.4239349365234; 1830.8996887207031; 1120.0214813232421; 999.5738708496094; 1878.788639831543; 1044.1850662231445; 1138.5434295654297; 1058.2877227783204; 1295.008088684082; 1560.2675750732421; 1017.7441421508789; 542.8682289123535; 660.1550239562988; 1034.614797973633; 933.9902336120606; 614.4077606201172; 470.3990234375; 617.4889305114746; 484.2325801849365
negative; 55814.68156738281; 39691.0931640625; 94540.414453125; 22842.40205078125; 8491.341845703126; 12144.391674804687; 9081.77451171875; 6156.605249023438; 4449.0240234375; 4287.116784667969; 4325.533795166016; 4512.054315185547; 1938.7011169433595; 2126.452264404297; 4046.6561614990233; 2433.727398681641; 2343.9887634277343; 2538.6142028808595; 1300.2687438964845; 3152.383624267578; 2418.944989013672; 1181.7352233886718; 1860.0147827148437; 1667.575503540039; 2212.116845703125; 1151.3306457519532; 989.1184265136719; 1327.1027038574218; 999.5156768798828; 
