modelos; 10; 20; 30; 40; 50; 60; 70; 80; 90; 100; 110; 120; 130; 140; 150; 160; 170; 180; 190; 200; 210; 220; 230; 240; 250; 260; 270; 280; 290; 300
positive; 3394.0089263916016; 25112.680932617186; 21775.989794921876; 48144.68623046875; 9479.026049804688; 3911.6971435546875; 5905.075576782227; 5103.216534423828; 2878.9010650634764; 2031.4204345703124; 2120.5634674072267; 2909.4239349365234; 1830.8996887207031; 1120.0214813232421; 999.5738708496094; 1878.788639831543; 1044.1850662231445; 1138.5434295654297; 1058.2877227783204; 1295.008088684082; 1560.2675750732421; 1017.7441421508789; 542.8682289123535; 660.1550239562988; 1034.614797973633; 933.9902336120606; 614.4077606201172; 470.3990234375; 617.4889305114746; 484.2325801849365
negative; 59205.85703125; 38264.4109375; 74173.616796875; 16092.3666015625; 10414.026220703125; 13145.502648925782; 12902.8439453125; 5984.895458984375; 3945.1999389648436; 6553.336889648437; 8601.662060546874; 4121.135061645507; 2459.4431579589846; 2655.268603515625; 3870.9266845703123; 2905.9716674804686; 3122.9081787109376; 2715.84875793457; 3076.7666442871096; 3827.4396362304688; 2025.60341796875; 1408.5291015625; 1734.677001953125; 1958.3501098632812; 2381.938674926758; 1094.6378265380858; 894.2819000244141; 1144.5313781738282; 881.2142105102539
